,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
5772,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,19,94.0
5773,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,19,21.0
5774,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,19,69.0
5776,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,19,24.0
5777,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,19,41.0
5778,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,19,69.0
5779,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,19,35.0
5782,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,19,99.0
5783,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,19,45.0
5784,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,19,28.0
5785,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,19,52.0
5788,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,19,32.0
5791,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,19,31.0
5792,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,19,53.0
5794,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,19,46.0
5795,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,19,40.0
5796,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,19,56.0
5797,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,19,79.0
5798,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,19,52.0
5800,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,19,73.0
5801,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,19,25.0
5802,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,19,91.0
5803,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,19,85.0
5805,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,19,80.0
5807,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,19,51.0
5808,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,19,81.0
5809,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,19,37.0
5810,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,19,68.0
5811,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,19,44.0
5812,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,19,59.0
5813,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,19,58.0
5814,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,19,37.0
5815,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,19,79.0
5818,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,19,61.0
5819,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,19,84.0
5821,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,19,46.0
5822,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,19,98.0
5824,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,19,55.0
5825,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,19,83.0
5826,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,19,61.0
5828,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,19,52.0
5829,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,19,53.0
5830,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,19,51.0
5831,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,19,58.0
5832,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,19,68.0
5833,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,19,89.0
5836,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,19,85.0
5837,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,19,81.0
5838,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,19,89.0
5841,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,19,83.0
5842,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,19,74.0
5844,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,19,74.0
5847,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,19,92.0
5848,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,19,84.0
5849,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,19,77.0
5851,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,19,96.0
5852,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,19,72.0
5854,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,19,97.0
5855,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,19,85.0
5856,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,19,88.0
5857,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,19,99.0
5858,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,19,95.0
5859,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,19,88.0
5860,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,19,78.0
5861,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,19,94.0
5862,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,19,92.0
5863,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,19,95.0
5864,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,19,97.0
5865,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,19,85.0
5866,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,19,73.0
5869,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,19,95.0
5870,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,19,99.0
5871,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,19,93.0
5876,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,19,91.0
5878,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,19,63.0
5879,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,19,99.0
5883,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,19,83.0
5885,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,19,94.0
5886,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,19,96.0
5892,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,19,95.0
5899,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,19,73.0
5900,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,19,98.0
5905,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,19,57.0
5906,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,19,79.0
5911,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,19,87.0
5914,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,19,96.0
5927,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,19,93.0
5940,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,19,97.0
5944,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,19,91.0
5950,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,19,87.0
5969,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,19,89.0
5994,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,19,90.0
6023,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,20,2.0
6024,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,20,15.0
6025,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,20,2.0
6026,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,20,25.0
6027,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,20,43.0
6028,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,20,20.0
6029,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,20,5.0
6030,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,20,28.0
6031,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,20,14.0
6032,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,20,50.0
6033,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,20,15.0
6034,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,20,20.0
6035,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,20,7.0
6036,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,20,11.0
6037,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,20,4.0
6038,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,20,5.0
6039,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,20,89.0
6040,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,20,4.0
6041,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,20,4.0
6042,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,20,9.0
6043,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,20,10.0
6044,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,20,12.0
6045,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,20,94.0
6046,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,20,3.0
6047,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,20,14.0
6048,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,20,3.0
6049,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,20,40.0
6050,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,20,6.0
6051,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,20,14.0
6052,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,20,10.0
6053,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,20,20.0
6055,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,20,14.0
6056,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,20,23.0
6057,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,20,15.0
6058,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,20,30.0
6059,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,20,16.0
6060,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,20,22.0
6061,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,20,18.0
6062,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,20,26.0
6063,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,20,12.0
6064,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,20,7.0
6065,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,20,23.0
6066,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,20,88.0
6067,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,20,66.0
6068,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,20,10.0
6069,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,20,61.0
6070,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,20,10.0
6071,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,20,25.0
6073,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,20,19.0
6074,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,20,96.0
6075,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,20,70.0
6076,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,20,39.0
6077,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,20,53.0
6078,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,20,21.0
6079,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,20,25.0
6080,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,20,30.0
6081,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,20,23.0
6082,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,20,42.0
6084,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,20,58.0
6085,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,20,15.0
6086,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,20,90.0
6087,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,20,33.0
6088,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,20,22.0
6089,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,20,99.0
6090,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,20,34.0
6091,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,20,77.0
6093,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,20,26.0
6094,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,20,50.0
6095,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,20,78.0
6096,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,20,42.0
6100,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,20,56.0
6101,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,20,30.0
6102,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,20,67.0
6105,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,20,35.0
6108,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,20,34.0
6109,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,20,59.0
6111,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,20,48.0
6112,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,20,51.0
6113,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,20,70.0
6114,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,20,78.0
6115,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,20,58.0
6117,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,20,87.0
6118,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,20,25.0
6119,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,20,89.0
6120,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,20,87.0
6122,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,20,82.0
6124,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,20,59.0
6125,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,20,79.0
6126,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,20,26.0
6127,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,20,68.0
6128,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,20,46.0
6129,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,20,59.0
6130,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,20,62.0
6131,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,20,45.0
6132,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,20,86.0
6135,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,20,66.0
6136,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,20,94.0
6138,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,20,49.0
6139,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,20,100.0
6141,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,20,62.0
6142,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,20,86.0
6143,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,20,69.0
6145,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,20,54.0
6146,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,20,62.0
6147,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,20,54.0
6148,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,20,68.0
6149,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,20,71.0
6150,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,20,90.0
6153,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,20,87.0
6154,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,20,86.0
6155,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,20,92.0
6158,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,20,86.0
6159,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,20,74.0
6161,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,20,79.0
6165,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,20,89.0
6166,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,20,85.0
6169,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,20,77.0
6172,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,20,91.0
6173,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,20,91.0
6174,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,20,100.0
6176,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,20,95.0
6177,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,20,84.0
6178,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,20,95.0
6179,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,20,90.0
6180,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,20,88.0
6181,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,20,99.0
6182,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,20,87.0
6183,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,20,89.0
6186,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,20,100.0
6193,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,20,99.0
6195,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,20,83.0
6196,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,20,100.0
6200,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,20,89.0
6202,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,20,100.0
6206,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,20,91.0
6207,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,20,97.0
6216,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,20,70.0
6222,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,20,72.0
6223,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,20,89.0
6228,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,20,87.0
6231,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,20,98.0
6244,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,20,92.0
6261,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,20,90.0
6267,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,20,93.0
6286,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,20,95.0
6311,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,20,97.0
6340,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,21,3.0
6341,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,21,19.0
6342,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,21,4.0
6343,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,21,27.0
6344,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,21,44.0
6345,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,21,25.0
6346,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,21,5.0
6348,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,21,17.0
6350,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,21,18.0
6351,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,21,30.0
6352,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,21,8.0
6353,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,21,10.0
6354,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,21,5.0
6355,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,21,4.0
6357,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,21,4.0
6358,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,21,4.0
6359,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,21,10.0
6360,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,21,11.0
6361,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,21,12.0
6363,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,21,4.0
6364,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,21,12.0
6365,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,21,7.0
6366,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,21,43.0
6367,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,21,10.0
6368,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,21,11.0
6369,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,21,5.0
